"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Eovaldi, Nathan",543135,"TEX","SL","Slider",-5.1,-1,"23",1.2,"7","0.286","0.714","0.414",0,14.3,33.3,"0.274","0.573","0.354",50
"Domínguez, Seranthony",622554,"TOR","CU","Curveball",-0.8,0,"54",4.9,"7","0.333","0.333","0.357",14.3,14.3,20,"0.47","0.553","0.481",40
"Leclerc, José",600917,"ATH","SL","Slider",-0.9,0,"49",21.4,"7","0.286","0.286","0.257",29.4,14.3,4.8,"0.183","0.205","0.17",16.7
"Leclerc, José",600917,"ATH","CH","Changeup",2.3,1,"45",19.7,"7","0","0","0.2",50,28.6,20,"0.088","0.088","0.258",33.3
"Lucas, Easton",687922,"TOR","ST","Sweeper",-3.5,-2,"43",9.8,"7","0.429","0.857","0.543",11.8,28.6,14.3,"0.214","0.404","0.259",40
"Enns, Dietrich",608650,"BAL","CU","Curveball",0,0,"36",4.9,"7","0.286","0.286","0.257",33.3,28.6,22.2,"0.138","0.181","0.134",40
"Black, Mason",696131,"SF","FF","4-Seam Fastball",-2.9,-1,"29",39.2,"7","0.286","0.571","0.486",18.8,28.6,13.3,"0.196","0.33","0.225",40
"Fisher, Braydon",680755,"TOR","FC","Cutter",4.8,1,"25",3,"7","0.2","0.2","0.229",46.7,28.6,50,"0.205","0.248","0.251",0
"Enns, Dietrich",608650,"BAL","SI","Sinker",-13.7,-3,"23",3.1,"7","0.667","1.167","0.9",15.4,0,0,"0.519","0.834","0.597",50
"Leiter Jr., Mark",643410,"NYY","SL","Slider",4.7,1,"16",1.9,"7","0","0","0.1",0,14.3,16.7,"0.201","0.222","0.26",0
"Bowman, Matt",621199,"BAL","FS","Split-Finger",0.9,0,"38",8.5,"7","0.286","0.286","0.257",18.8,0,0,"0.452","0.553","0.436",14.3
"Devenski, Chris",606965,"NYM","ST","Sweeper",3.3,2,"55",21,"7","0","0","0",30,14.3,10,"0.099","0.249","0.143",16.7
"Poteet, Cody",547001,"BAL","SI","Sinker",-11.4,-2,"20",29.4,"7","0.667","1","0.714",30.8,0,0,"0.4","0.829","0.544",50
"Young, Danny",664849,"NYM","ST","Sweeper",0.5,0,"66",41.8,"7","0","0","0.1",56.3,57.1,21.1,"0.052","0.162","0.175",50
"Aldegheri, Sam",691951,"LAA","CU","Curveball",-2,-1,"35",11.6,"7","0.4","0.4","0.457",18.2,0,0,"0.285","0.319","0.386",0
"Bachman, Sam",696147,"LAA","CH","Changeup",-1.4,0,"29",8.7,"7","0.286","0.286","0.257",15.4,28.6,16.7,"0.222","0.273","0.208",60
"Wolfram, Grant",664991,"BAL","ST","Sweeper",-0.4,0,"28",5.4,"7","0.2","0.2","0.329",60,42.9,17.6,"0.176","0.222","0.323",0
"Bride, Jonah",681146,"MIN","KN","Knuckleball",5.9,1,"14",12.3,"7","0","0","0.1",20,28.6,25,"0.11","0.215","0.215",50
"Thomas, Connor",671162,"MIL","CH","Changeup",-15.3,-3,"22",18.5,"7","0.6","1.4","0.821",9.1,0,0,"0.558","1.174","0.706",50
"Whitley, Forrest",666215,"TB","CU","Curveball",-1.9,-1,"30",11.7,"7","0","0","0.3",60,57.1,28.6,"0.002","0.003","0.302",0
"Fernández, Julian",642759,"WSH","CH","Changeup",3.2,1,"24",31.6,"7","0","0","0.1",38.5,57.1,33.3,"0.171","0.195","0.239",50
"McCaughan, Darren",670766,"MIN","FF","4-Seam Fastball",3.1,1,"20",23.3,"7","0","0","0.229",33.3,28.6,50,"0.037","0.056","0.135",75
"Burdi, Nick",595897,"BOS","SL","Slider",4.1,1,"26",31.3,"7","0.143","0.143","0.129",38.5,42.9,25,"0.199","0.226","0.187",25
"Henriquez, Edgardo",683618,"LAD","SL","Slider",3,1,"35",12.5,"7","0.143","0.143","0.129",57.1,57.1,25,"0.185","0.224","0.177",0
"Feyereisen, J.P.",656420,"LAD","FF","4-Seam Fastball",-3.4,-1,"28",34.6,"7","0.571","0.571","0.514",21.1,14.3,12.5,"0.429","0.474","0.398",0
"Harvey, Hunter",640451,"KC","CU","Curveball",5.6,1,"16",9.6,"7","0.143","0.143","0.129",30,14.3,14.3,"0.292","0.323","0.272",33.3
"Morán, Jovani",663558,"BOS","CH","Changeup",-3.6,-1,"31",38.8,"7","0.333","0.667","0.457",57.1,42.9,25,"0.33","0.508","0.408",66.7
"Schreiber, John",670167,"KC","CH","Changeup",5.5,1,"21",2,"7","0","0","0",50,57.1,30.8,"0.124","0.169","0.128",66.7
"Bernardino, Brennan",657514,"BOS","SL","Slider",1.2,0,"34",4.1,"7","0.167","0.167","0.229",12.5,0,0,"0.125","0.133","0.199",0
"Duran, Jhoan",661395,"PHI","ST","Sweeper",-0.3,0,"62",5.8,"7","0.167","0.167","0.229",55,42.9,20,"0.125","0.142","0.197",0
"Early, Connelly",813349,"BOS","SL","Slider",-2.4,-1,"37",11.5,"7","0.6","0.8","0.636",29.4,0,,"0.513","0.883","0.624",60
"Weems, Jordan",607179,"HOU","SL","Slider",-5.4,-2,"28",28.6,"7","0.5","0.5","0.486",25,0,0,"0.353","0.442","0.395",33.3
"Lazar, Max",676661,"PHI","FS","Split-Finger",2.9,1,"21",3.3,"7","0.143","0.143","0.129",50,42.9,23.1,"0.159","0.194","0.154",25
"Contreras, Luis",664351,"HOU","CH","Changeup",-2.4,-1,"37",16.5,"7","0.286","0.429","0.307",30,42.9,20,"0.153","0.204","0.155",0
"France, J.P.",641585,"HOU","FC","Cutter",4.7,1,"30",39.5,"7","0","0","0.1",23.1,28.6,28.6,"0.203","0.376","0.309",25
"Rodriguez, Carlos",692230,"MIL","ST","Sweeper",4.5,2,"39",18.8,"7","0.143","0.143","0.129",19,14.3,9.1,"0.125","0.139","0.117",33.3
"Wicks, Jordan",696136,"CHC","ST","Sweeper",-5.2,-1,"26",12,"7","0.571","0.571","0.514",6.7,14.3,10,"0.402","0.486","0.388",50
"Palencia, Daniel",694037,"CHC","FS","Split-Finger",1.6,1,"39",4.6,"7","0.143","0.143","0.129",37.5,28.6,11.1,"0.251","0.278","0.231",20
"Johnson, Seth",686751,"PHI","CU","Curveball",-7.2,-1,"15",7,"7","0.286","0.714","0.414",28.6,57.1,36.4,"0.136","0.345","0.198",66.7
"Leasure, Jordan",673929,"CWS","FS","Split-Finger",-14.3,-4,"31",2.7,"7","0.714","1.714","1.007",25,14.3,9.1,"0.244","0.628","0.358",50
"Wicks, Jordan",696136,"CHC","SI","Sinker",3.7,1,"22",10.1,"7","0.143","0.143","0.129",18.2,28.6,33.3,"0.155","0.191","0.153",20
"Little, Luke",681432,"CHC","ST","Sweeper",-2.5,-1,"35",46.1,"7","0.25","0.25","0.429",14.3,14.3,10,"0.064","0.066","0.333",0
"Daniel, Davis",669721,"ATL","ST","Sweeper",-5,-1,"19",10.4,"7","0.2","0.8","0.386",45.5,28.6,28.6,"0.126","0.492","0.299",25
"Spiers, Carson",686730,"CIN","FC","Cutter",-0.4,0,"46",18.8,"7","0.25","0.5","0.479",23.8,0,0,"0.181","0.494","0.458",25
"Rolison, Ryan",669020,"COL","CH","Changeup",3.6,1,"23",3.4,"6","0.167","0.167","0.15",0,0,0,"0.239","0.269","0.224",16.7
"Stroman, Marcus",573186,"NYY","SL","Slider",-2.7,-1,"46",6.5,"6","0.4","0.4","0.417",15,16.7,2.9,"0.431","0.535","0.466",50
"Ragsdale, Carson",685068,"BAL","SI","Sinker",-3.8,-1,"22",23.2,"6","0.6","0.6","0.567",9.1,0,0,"0.323","0.366","0.371",80
"Latz, Jacob",656641,"TEX","CU","Curveball",-0.7,-1,"89",6.4,"6","0.333","0.5","0.358",22.2,16.7,12.5,"0.156","0.205","0.155",0
"Winans, Allan",642216,"NYY","ST","Sweeper",4.9,2,"32",18.7,"6","0","0","0",23.5,16.7,14.3,"0.159","0.188","0.151",20
"Canning, Griffin",656288,"NYM","ST","Sweeper",0.6,0,"14",1,"6","0.167","0.333","0.208",20,33.3,25,"0.122","0.369","0.203",25
"Barco, Hunter",682995,"PIT","FF","4-Seam Fastball",0,0,"23",50,"6","0.333","0.5","0.358",33.3,16.7,16.7,"0.37","0.686","0.444",60
"Carrillo, Alex",692024,"NYM","SL","Slider",-3.5,-1,"27",32.1,"6","0.25","0.5","0.442",33.3,0,0,"0.238","0.293","0.385",0
"Burr, Ryan",621114,"TOR","SL","Slider",1,0,"30",76.9,"6","0.2","0.2","0.267",61.5,50,20,"0.184","0.206","0.258",0
"Owens, Tyler",687074,"DET","FF","4-Seam Fastball",4.1,1,"28",42.4,"6","0.167","0.167","0.15",8.3,0,0,"0.31","0.459","0.327",33.3
"Oviedo, Johan",670912,"PIT","CH","Changeup",3,1,"39",5.9,"6","0.167","0.167","0.15",33.3,0,0,"0.325","0.596","0.388",66.7
"Seabold, Connor",657756,"ATL","FC","Cutter",-1.3,0,"35",18.9,"6","0.5","0.5","0.45",20,0,0,"0.278","0.451","0.309",50
"VanWey, Logan",701121,"HOU","SI","Sinker",-17.5,-3,"15",8.2,"6","0.6","1.4","0.808",0,0,0,"0.355","0.654","0.463",80
"Moll, Sam",594580,"CIN","CH","Changeup",1.7,1,"36",10.8,"6","0","0","0.15",47.1,33.3,22.2,"0.186","0.479","0.276",50
"Mena, Cristian",691441,"AZ","FF","4-Seam Fastball",3.1,1,"29",29,"6","0.2","0.2","0.267",0,0,0,"0.417","0.469","0.44",40
"Hernandez, Nick",663321,"HOU","FS","Split-Finger",-6.8,-2,"25",11.3,"6","0.2","0.8","0.45",71.4,66.7,30.8,"0.078","0.296","0.242",100
"Veneziano, Anthony",685107,"STL","CH","Changeup",-3.2,-1,"34",7.1,"6","0.4","0.4","0.417",22.2,16.7,11.1,"0.492","0.578","0.507",50
"Cosgrove, Tom",676680,"CHC","SI","Sinker",4.4,1,"21",32.8,"6","0.2","0.2","0.267",21.4,16.7,25,"0.14","0.151","0.225",25
"Marinaccio, Ron",676760,"SD","ST","Sweeper",4.7,1,"18",11,"6","0","0","0.117",45.5,33.3,20,"0.168","0.505","0.346",66.7
"Pintaro, Jonathan",702752,"NYM","FC","Cutter",-4,-1,"21",72.4,"6","0.5","0.5","0.533",27.3,16.7,14.3,"0.409","0.484","0.494",66.7
"Henry, Tommy",674072,"AZ","SL","Slider",-7.8,-2,"23",21.5,"6","0.4","1","0.6",8.3,0,0,"0.428","0.843","0.564",80
"Nelson, Kyle",669459,"AZ","FF","4-Seam Fastball",3.1,1,"19",43.2,"6","0","0","0.233",0,16.7,50,"0.016","0.033","0.247",0
"Fedde, Erick",607200,"MIL","FF","4-Seam Fastball",2.9,1,"21",0.9,"6","0","0","0.117",18.2,33.3,12.5,"0.086","0.09","0.182",33.3
"Thompson, Zach",605507,"ATL","FF","4-Seam Fastball",7.1,2,"24",40,"6","0","0","0",6.7,16.7,10,"0.173","0.212","0.17",20
"Hartlieb, Geoff",664129,"DET","FF","4-Seam Fastball",-2.6,-1,"26",23.9,"6","0.333","0.333","0.5",7.7,16.7,12.5,"0.472","0.52","0.568",0
"Rangel, Alan",660604,"PHI","SL","Slider",-3.5,-1,"33",19,"6","0.333","1","0.542",30,16.7,11.1,"0.285","0.657","0.387",20
"Assad, Javier",665871,"CHC","CH","Changeup",-2.3,-1,"24",4.2,"6","0.333","0.667","0.417",27.3,33.3,16.7,"0.353","0.426","0.339",25
"White, Owen",669391,"CWS","FC","Cutter",-1.3,0,"26",21.8,"6","0.4","0.6","0.475",20,0,0,"0.481","0.756","0.557",80
"Otañez, Michel",671305,"ATH","SL","Slider",-2.7,-1,"43",35.5,"6","0.4","0.4","0.417",50,33.3,20,"0.371","0.398","0.403",0
"Tonkin, Michael",543859,"MIN","SI","Sinker",-1.7,-1,"32",8.1,"6","0.2","0.8","0.45",0,0,0,"0.322","1.039","0.582",40
"Winn, Keaton",676775,"SF","FF","4-Seam Fastball",0.2,0,"43",26.1,"6","0.333","0.333","0.3",36.4,33.3,12.5,"0.138","0.165","0.135",0
"Tonkin, Michael",543859,"MIN","ST","Sweeper",3.4,1,"36",9.1,"6","0","0","0.117",23.1,16.7,25,"0.23","0.252","0.292",50
"Corniell, Jose",692030,"TEX","FF","4-Seam Fastball",2.2,0,"20",48.8,"6","0.167","0.667","0.333",31.3,16.7,11.1,"0.224","0.703","0.379",60
"Montes De Oca, Christian",801216,"AZ","FF","4-Seam Fastball",5.8,1,"16",34.8,"6","0","0","0.117",37.5,33.3,33.3,"0.071","0.076","0.172",0
"Robertson, David",502085,"PHI","SL","Slider",-6.6,-2,"30",9.9,"6","0.667","1.667","0.967",46.2,16.7,33.3,"0.61","1.541","0.894",40
"Edwards Jr., Carl",605218,"TEX","CU","Curveball",4.5,1,"31",34.4,"6","0","0","0",41.7,33.3,40,"0.084","0.132","0.095",25
"Adcock, Ty",686654,"NYM","SL","Slider",-5.9,-1,"25",30.5,"6","0.167","0.667","0.333",30.8,33.3,14.3,"0.069","0.266","0.137",25
"Castro, Miguel",612434,"CWS","SL","Slider",-1.4,0,"30",28.6,"6","0.333","0.5","0.358",33.3,33.3,25,"0.116","0.157","0.118",25
"Johnson, Ryan",696270,"LAA","SL","Slider",-10.4,-2,"16",5.8,"6","0.333","0.833","0.483",25,0,,"0.32","0.685","0.424",33.3
"Alexander, Scott",518397,"SF","CH","Changeup",0.4,0,"44",14.1,"6","0.167","0.333","0.208",43.8,16.7,5.6,"0.382","0.42","0.353",40
"Neris, Héctor",593576,"HOU","CH","Changeup",-3.2,-1,"31",5.7,"6","0.4","0.4","0.417",33.3,33.3,40,"0.261","0.346","0.335",66.7
"Horn, Bailey",690544,"DET","FC","Cutter",2.2,1,"34",15.2,"6","0","0","0.117",15.4,0,0,"0.257","0.406","0.351",40
"Graceffo, Gordon",700669,"STL","CH","Changeup",-7.7,-2,"20",2.6,"6","0.5","1.167","0.683",0,0,0,"0.504","1.016","0.631",33.3
"Dana, Caden",702674,"LAA","CU","Curveball",-2.4,-1,"45",8,"6","0.2","0.8","0.333",57.1,50,21.4,"0.11","0.399","0.176",33.3
"Joyce, Ben",690829,"LAA","SI","Sinker",2.6,1,"32",45.7,"6","0.167","0.167","0.15",33.3,0,0,"0.206","0.235","0.196",0
"Turnbull, Spencer",605513,"TOR","ST","Sweeper",-1.7,0,"28",22.4,"6","0.4","0.4","0.417",36.4,0,0,"0.438","0.535","0.47",40
"Murphy, Chris",669684,"BOS","SI","Sinker",0,0,"28",4.9,"6","0.5","0.5","0.533",30.8,0,0,"0.369","0.424","0.462",50
"Gasser, Robert",688107,"MIL","FF","4-Seam Fastball",2.7,1,"27",26.5,"6","0.167","0.167","0.15",27.3,33.3,22.2,"0.093","0.123","0.093",25
"Hartlieb, Geoff",664129,"DET","SI","Sinker",-8.6,-1,"16",14.7,"6","0.6","1","0.683",14.3,0,0,"0.544","1.026","0.664",80
"Tarnok, Freddy",676206,"MIA","CH","Changeup",0.9,0,"32",24.6,"6","0","0","0.117",28.6,66.7,40,"0.002","0.002","0.118",0
"Morgan, Eli",669212,"CHC","SL","Slider",0.3,0,"38",28.8,"6","0.333","0.5","0.358",43.8,16.7,12.5,"0.264","0.486","0.317",40
"Ober, Bailey",641927,"MIN","CU","Curveball",-4.7,-4,"83",3.5,"6","0.667","2","1.083",30.4,16.7,16.7,"0.345","0.962","0.538",40
"Stephenson, Robert",596112,"LAA","FF","4-Seam Fastball",-1.9,0,"23",15.6,"6","0.4","0.6","0.475",28.6,16.7,14.3,"0.35","0.426","0.4",25
"Toussaint, Touki",657053,"LAA","FS","Split-Finger",-5.5,0,"9",24.3,"6","0.4","0.4","0.417",28.6,33.3,33.3,"0.237","0.257","0.298",0
"Castaño, Blas",680604,"SEA","FC","Cutter",5,1,"20",40,"6","0.2","0.2","0.267",0,0,,"0.286","0.563","0.414",20
"Martinez, Seth",661527,"MIA","FC","Cutter",4.4,1,"20",16.7,"6","0","0","0.117",33.3,33.3,33.3,"0.219","0.472","0.356",66.7
"Weathers, Ryan",677960,"MIA","SL","Slider",6.4,1,"23",3.6,"6","0","0","0",33.3,33.3,16.7,"0.181","0.217","0.169",25
"Stroman, Marcus",573186,"NYY","FF","4-Seam Fastball",0.7,0,"30",4.3,"6","0.2","0.4","0.325",30,33.3,18.2,"0.192","0.248","0.27",33.3
"Castillo, Luis F.",622379,"SEA","CH","Changeup",-2.8,-1,"22",13.1,"6","0.333","0.333","0.45",33.3,0,0,"0.257","0.311","0.242",33.3
"Piña, Robinson",673820,"TOR","SI","Sinker",-3.9,-1,"26",42.6,"6","0.5","0.667","0.508",18.2,16.7,33.3,"0.478","0.582","0.464",60
"Otañez, Michel",671305,"ATH","SI","Sinker",-1.3,0,"27",22.3,"6","0.4","0.6","0.475",33.3,0,0,"0.226","0.259","0.294",60
"Alvarado, Elvis",665660,"ATH","CH","Changeup",-3.4,-1,"31",4.1,"6","0.4","0.6","0.475",8.3,0,0,"0.255","0.303","0.319",40
"Flaherty, Jack",656427,"DET","SI","Sinker",-2.6,-1,"45",1.6,"6","0.2","0.8","0.45",27.8,0,0,"0.387","1.034","0.601",40
"Pop, Zach",647315,"NYM","FC","Cutter",-12.1,-3,"26",20.5,"6","0.667","1.833","1.025",25,16.7,20,"0.608","1.608","0.916",80
"Zeferjahn, Ryan",666171,"LAA","SV","Slurve",6.2,2,"25",2.4,"6","0","0","0",57.1,50,33.3,"0.15","0.198","0.152",66.7
"Melton, Troy",675512,"DET","CU","Curveball",-0.3,0,"35",5.3,"6","0.4","0.4","0.3",15.4,16.7,10,"0.244","0.317","0.261",40
"Backhus, Kyle",679775,"AZ","CH","Changeup",-1.1,0,"41",9.5,"6","0.333","0.333","0.3",46.7,33.3,20,"0.365","0.716","0.459",25
"Petty, Chase",695534,"CIN","CH","Changeup",-6.6,-1,"20",11.8,"6","0.5","1.167","0.692",46.2,16.7,25,"0.276","0.809","0.446",40
"Wrobleski, Justin",680736,"LAD","CH","Changeup",-0.5,0,"36",3.3,"6","0.167","0.167","0.15",20,16.7,6.3,"0.307","0.365","0.295",40
"Ohtani, Shohei",660271,"LAD","FS","Split-Finger",-0.1,0,"35",4.6,"6","0.167","0.167","0.15",30,16.7,6.3,"0.25","0.318","0.251",20
"Ohl, Pierson",701487,"MIN","CU","Curveball",-0.4,0,"32",5.9,"6","0.167","0.167","0.3",20,33.3,22.2,"0.173","0.281","0.197",50
"Suarez, José",660761,"ATL","SI","Sinker",5.5,1,"20",6.8,"6","0.167","0.167","0.15",22.2,0,,"0.281","0.348","0.279",66.7
"Enright, Nic",663671,"CLE","CU","Curveball",-1.7,-1,"43",8.1,"6","0.2","0.4","0.325",33.3,50,15.8,"0.163","0.518","0.349",50
"Henriquez, Edgardo",683618,"LAD","CU","Curveball",2.3,1,"30",10.8,"6","0.2","0.2","0.15",22.2,33.3,18.2,"0.129","0.189","0.218",75
"Ellard, Fraser",686642,"CWS","CH","Changeup",0.2,0,"24",7.3,"6","0.2","0.2","0.267",60,66.7,44.4,"0.112","0.122","0.201",0
"Warren, Austin",681810,"NYM","FC","Cutter",5,1,"25",17.1,"6","0","0","0",25,33.3,40,"0.157","0.247","0.173",25
"Selby, Colin",681882,"BAL","SL","Slider",1.2,0,"36",16.8,"6","0.167","0.167","0.15",52.6,33.3,15.4,"0.195","0.547","0.304",50
"Phillips, Evan",623465,"LAD","FF","4-Seam Fastball",-1,0,"29",31.5,"6","0.4","0.4","0.417",33.3,16.7,16.7,"0.19","0.218","0.261",75
"Leiter Jr., Mark",643410,"NYY","FC","Cutter",-0.8,0,"25",3,"6","0.5","0.75","0.592",16.7,0,0,"0.368","1.05","0.622",50
"Roa, Christian",685005,"MIA","FF","4-Seam Fastball",0.5,0,"9",22,"6","0.2","0.4","0.325",50,50,60,"0.326","0.358","0.367",50
"Miller, Bobby",676272,"LAD","FF","4-Seam Fastball",-5.3,-2,"31",26.7,"6","0.6","1.2","0.75",6.7,33.3,22.2,"0.365","0.723","0.497",66.7
"McCaughan, Darren",670766,"MIN","ST","Sweeper",1.8,1,"36",41.9,"6","0.167","0.167","0.15",38.9,33.3,14.3,"0.243","0.335","0.251",25
"Campbell, Isaiah",663462,"BOS","FF","4-Seam Fastball",-7.5,-2,"20",18.3,"6","0.667","0.667","0.6",20,16.7,12.5,"0.418","0.476","0.393",40
"McCaughan, Darren",670766,"MIN","SI","Sinker",-5.9,-1,"20",23.3,"6","0.667","0.833","0.658",0,33.3,25,"0.384","0.65","0.442",75
"Henry, Tommy",674072,"AZ","FF","4-Seam Fastball",-3.6,-1,"27",25.2,"6","0.4","1","0.58",33.3,50,42.9,"0.315","0.887","0.495",66.7
"Ottavino, Adam",493603,"NYY","SI","Sinker",-1.4,0,"15",35.7,"6","0","0","0.35",50,33.3,40,"0.138","0.17","0.419",0
"Misiewicz, Anthony",664948,"MIN","CU","Curveball",-6.3,-1,"20",17.4,"6","0.25","1","0.567",50,33.3,25,"0.26","0.692","0.494",50
"Turnbull, Spencer",605513,"TOR","CU","Curveball",5.3,1,"19",15.2,"6","0.167","0.167","0.15",30,33.3,25,"0.067","0.074","0.062",0
"Tinoco, Jesus",622786,"MIA","FF","4-Seam Fastball",2.7,1,"31",10.2,"5","0.2","0.2","0.18",9.1,20,10,"0.155","0.193","0.148",50
"Tarnok, Freddy",676206,"MIA","CU","Curveball",1.6,0,"23",17.7,"5","0","0","0.18",0,20,11.1,"0.276","0.299","0.256",50
"De León, José",592254,"BOS","SL","Slider",-7.6,-1,"16",15.8,"5","0.6","1.2","0.76",0,0,0,"0.323","0.607","0.39",40
"Kershaw, Clayton",477132,"LAD","SI","Sinker",-11.2,-1,"9",0.5,"5","0.4","0.8","0.5",0,40,40,"0.24","0.384","0.267",33.3
"Guerrero, Luis",692285,"BOS","CH","Changeup",1.1,0,"14",4.9,"5","0.2","0.2","0.18",18.2,0,0,"0.275","0.408","0.294",20
"Alvarez, Andrew",674841,"WSH","CH","Changeup",-1,0,"22",5.3,"5","0.2","0.2","0.36",25,0,0,"0.309","0.343","0.286",40
"Bolton, Cody",675989,"CLE","ST","Sweeper",-2.3,0,"15",37.5,"5","0.4","0.6","0.43",20,20,12.5,"0.314","0.599","0.384",50
"Harvey, Hunter",640451,"KC","SL","Slider",-0.4,0,"28",16.8,"5","0.4","0.4","0.36",53.8,20,10,"0.348","0.405","0.326",50
"Hill, Rich",448179,"KC","SI","Sinker",0.1,0,"11",6.4,"5","0.2","0.4","0.25",0,40,33.3,"0.12","0.178","0.124",33.3
"Alvarez, Andrew",674841,"WSH","SI","Sinker",1.9,0,"19",4.6,"5","0.25","0.25","0.32",0,20,50,"0.271","0.297","0.343",0
"Hendriks, Liam",521230,"BOS","CU","Curveball",-0.2,0,"27",11.7,"5","0","0","0.14",33.3,60,30,"0.012","0.013","0.15",0
"Abel, Mick",690953,"MIN","ST","Sweeper",1.1,0,"22",3.1,"5","0.2","0.2","0.18",41.7,40,15.4,"0.228","0.313","0.237",33.3
"Wilson, Will",669717,"CLE","CH","Changeup",3.2,0,"9",34.6,"5","0.2","0.4","0.25",0,0,0,"0.358","0.598","0.403",40
"Henriquez, Ronny",678692,"MIA","SI","Sinker",-1.5,0,"25",2.2,"5","0.25","0.5","0.39",0,0,,"0.347","0.526","0.436",25
"Zuber, Tyler",676604,"MIA","CH","Changeup",-3.1,-1,"17",6.9,"5","0.4","0.6","0.43",12.5,0,0,"0.169","0.204","0.164",20
"Zuber, Tyler",676604,"MIA","SI","Sinker",0.5,0,"30",12.2,"5","0.25","0.25","0.32",14.3,40,28.6,"0.235","0.248","0.311",0
"Campbell, Isaiah",663462,"BOS","SI","Sinker",4.8,1,"11",10.1,"5","0","0","0.14",16.7,20,50,"0.264","0.301","0.339",33.3
"Dubin, Shawn",681869,"BAL","FC","Cutter",-9.6,-2,"20",3.6,"5","0.6","1.4","0.83",11.1,0,0,"0.453","1.093","0.644",60
"Houck, Tanner",656557,"BOS","FF","4-Seam Fastball",-8.4,-4,"44",5.9,"5","0.6","1.4","0.83",12.5,20,5.9,"0.331","0.621","0.402",50
"Raquet, Nick",675919,"STL","ST","Sweeper",4.5,1,"13",48.1,"5","0","0","0.14",20,20,16.7,"0.051","0.074","0.184",0
"Dobnak, Randy",677976,"MIN","CH","Changeup",6.9,1,"19",24.1,"5","0","0","0",22.2,0,0,"0.175","0.261","0.186",20
"Zulueta, Yosver",691172,"CIN","FF","4-Seam Fastball",4.8,1,"26",18.6,"5","0","0","0",20,40,22.2,"0.027","0.032","0.028",0
"McDonald, Trevor",686790,"SF","CH","Changeup",-3.3,0,"12",5.7,"5","0.4","0.4","0.36",12.5,0,0,"0.325","0.361","0.302",0
"Avila, Luinder",679883,"KC","SL","Slider",0.2,0,"25",11.5,"5","0","0","0.28",100,60,42.9,,,"0.28",
"Sanmartin, Reiver",665665,"CIN","CH","Changeup",-4.8,-1,"12",48,"5","0.4","0.6","0.43",16.7,20,33.3,"0.293","0.51","0.338",50
"Mercado, Michael",675650,"PHI","FC","Cutter",1,0,"21",24.7,"5","0.25","0.25","0.32",18.2,20,12.5,"0.307","0.394","0.384",100
"Sandridge, Jayvien",682144,"NYY","SL","Slider",-3.1,0,"13",41.9,"5","0","0","0.42",66.7,40,33.3,,,"0.42",
"Loáisiga, Jonathan",642528,"NYY","FC","Cutter",4.1,1,"18",3.9,"5","0","0","0.14",25,0,0,"0.216","0.253","0.306",50
"Rooney, John",680701,"HOU","ST","Sweeper",-10.8,-2,"14",60.9,"5","0.2","0.8","0.4",42.9,40,66.7,"0.208","0.625","0.345",33.3
"Darnell, Dugan",699911,"COL","SL","Slider",-4.4,-2,"38",20.4,"5","0.4","1","0.58",33.3,0,0,"0.362","0.526","0.386",20
"Blackburn, Paul",621112,"NYY","FF","4-Seam Fastball",1,0,"26",3.9,"5","0","0","0.28",50,40,20,"0.103","0.104","0.336",100
"Turnbull, Spencer",605513,"TOR","CH","Changeup",-3.8,-1,"14",11.2,"5","0.4","0.4","0.36",12.5,20,16.7,"0.23","0.238","0.208",50
"Curry, Xzavion",675540,"MIA","SL","Slider",-1.4,0,"21",37.5,"5","0.2","0.2","0.36",0,0,0,"0.27","0.61","0.365",60
"Tolle, Payton",801139,"BOS","FC","Cutter",-3.8,-2,"42",13.8,"5","0.5","1.25","0.72",33.3,20,50,"0.206","0.597","0.404",100
"Vodnik, Victor",680767,"COL","FC","Cutter",-0.8,0,"46",5,"5","0.4","0.8","0.5",35.7,0,0,"0.318","0.626","0.394",40
"Robert, Daniel",642016,"PHI","SI","Sinker",2.5,1,"23",9,"5","0.2","0.2","0.18",36.4,20,25,"0.279","0.35","0.275",25
"Weathers, Ryan",677960,"MIA","SI","Sinker",1.4,0,"20",3.1,"5","0.4","0.4","0.36",11.1,0,0,"0.532","0.597","0.501",20
"Arias, Luarbert",678215,"MIA","SI","Sinker",-1.1,0,"19",9.2,"5","0.4","0.4","0.36",20,0,,"0.399","0.479","0.384",0
"Cano, Yennier",666974,"BAL","FC","Cutter",2.9,1,"28",2.8,"5","0.2","0.2","0.18",9.1,20,16.7,"0.227","0.266","0.214",25
"Porter, Logan",682515,"SF","SL","Slider",-7.9,-1,"14",93.3,"5","0.4","1","0.58",28.6,0,,"0.473","0.824","0.548",60
"Gómez, Yoendrys",672782,"CWS","SL","Slider",4.2,1,"15",1.4,"5","0.2","0.2","0.18",25,20,25,"0.237","0.363","0.26",25
"García, Yimi",554340,"TOR","CH","Changeup",-1.7,0,"20",5.6,"5","0.25","0.5","0.39",27.3,20,11.1,"0.361","0.431","0.416",0
"Romero, JoJo",668941,"STL","SV","Slurve",-1.2,0,"13",1.3,"5","0.25","0.25","0.32",60,60,30,"0.071","0.072","0.193",0
